"","artist","song","viewcount","year"
"1178","Lil Bibby","Killin Me             ",63100,2014
"1179","Lil Bibby","Can I Have Your Attention             ",10100,2014
"1180","Lil Bibby","For The Low Part 2 (Ft. Juicy J & Wiz Khalifa)             ",47400,2014
"1181","Lil Bibby","Game Over (Ft. G Herbo)             ",58800,2014
"1182","Lil Bibby","Dead Or In Prison             ",20500,2014
"1183","Lil Bibby","Montana (Ft. Juicy J)             ",10300,2014
"1184","Lil Bibby","Can I Get             ",27000,2014
"1185","Lil Bibby","Boy (Ft. T.I.)             ",19500,2014
"1186","Lil Bibby","I Be On It             ",27900,2014
"1187","Lil Bibby","What You Live For             ",16500,2014
"1188","Lil Bibby","We Are Strong (Ft. Kevin Gates)             ",96100,2014
"1189","Lil Bibby","Tomorrow             ",25400,2014
"1190","Lil Bibby","Water (Remix) (Ft. Anthony Hamilton & Jadakiss)             ",7800,2014
"1191","Lil Bibby","Hispanic (Ft. R. City & Zuse)             ",13000,2014
"1192","Lil Bibby","We Made It             ",7400,2014
"1193","Lil Bibby","Bibby Story             ",13200,2014
"1194","Lil Bibby","Change             ",21900,2014
"1195","Lil Bibby","Raised Up             ",11400,2014
"1196","Lil Bibby","How We Move (Ft. King Louie)             ",102800,2014
"1197","Lil Bibby","If You Knew             ",12300,2014
"1198","Lil Bibby","Know Something (Ft. G Herbo)             ",36000,2014
"1199","Lil Bibby","Ballin' (Ft. Chase)             ",6100,2014
"1200","Lil Bibby","Unlike You             ",16700,2014
"1201","Lil Bibby","Whole Crew             ",20400,2014
"1202","Lil Bibby","Water             ",46600,2014
"1203","Lil Bibby","Shout Out (Ft. G Herbo & King Louie)             ",46500,2014
"1204","Lil Bibby","Tired Of Talkin'             ",28500,2014
"1205","Lil Bibby","Stressin'             ",33100,2014
"1206","Lil Bibby","Crack Baby             ",23800,2014
"1207","Lil Bibby","Some How Some Way (Ft. Meek Mill & PnB Rock)             ",38300,2014
"1208","Lil Bibby","MOB Freestyle             ",27100,2014
"1209","Lil Bibby","Thought It Was A Drought             ",34400,2014
"1210","Lil Bibby","Free Crack 4 Intro             ",23400,2014
"1211","Lil Bibby","Squad (Ft. 21 Savage)             ",19100,2014
"1212","Lil Dicky","Professional Rapper (Ft. Snoop Dogg)             ",664500,2016
"1213","Lil Dicky","Freaky Friday (Ft. Chris Brown)             ",1600000,2016
"1214","Lil Dicky","Meet the Burds (Interlude)             ",8200,2016
"1215","Lil Dicky","White Crime             ",108100,2016
"1216","Lil Dicky","Who Knew             ",53300,2016
"1217","Lil Dicky","Lemme Freak             ",332700,2016
"1218","Lil Dicky","Lemme Freak for Real Tho (Outro)             ",51800,2016
"1219","Lil Dicky","$ave Dat Money (Ft. Fetty Wap & Rich Homie Quan)             ",897300,2016
"1220","Lil Dicky","Oh Well (Ft. Jace)             ",41600,2016
"1221","Lil Dicky","Personality (Ft. T-Pain)             ",78100,2016
"1222","Lil Dicky","Pillow Talking (Ft. Brain (Lil Dicky))             ",610200,2016
"1223","Lil Dicky","Parental Advisory (Interlude)             ",5000,2016
"1224","Lil Dicky","Classic Male Pregame (Ft. Nekisha-Michelle)             ",53800,2016
"1225","Lil Dicky","The Antagonist             ",38400,2016
"1226","Lil Dicky","The Antagonist II             ",13400,2016
"1227","Lil Dicky","Parents Still Don't Understand (Interlude)             ",5000,2016
"1228","Lil Dicky","Work (Paid For That?)             ",42200,2016
"1229","Lil Dicky","Molly (Ft. Brendon Urie)             ",454800,2016
"1230","Lil Dicky","Bruh...             ",236300,2016
"1231","Lil Dicky","Hannibal Interlude (Ft. Hannibal Buress)             ",11600,2016
"1232","Lil Dicky","New Rap             ",6100,2016
"1233","Lil Dicky","The '90s             ",48900,2016
"1234","Lil Dicky","ASAP Dicky             ",8200,2016
"1235","Lil Dicky","Flames             ",28600,2016
"1236","Lil Dicky","Darwin             ",6200,2016
"1237","Lil Dicky","We Made It Freestyle             ",14200,2016
"1238","Lil Dicky","Spontaneity             ",12200,2016
"1239","Lil Dicky","I'm Right             ",12400,2016
"1240","Lil Dicky","Free Bread at the Outback             ",22800,2016
"1241","Lil Dicky","Really Scared (Ft. Azadeh)             ",36600,2016
"1242","Lil Dicky","Truman             ",32400,2016
"1243","Lil Dicky","Professional Rapper [Tracklist & Cover Art]             ",11700,2016
"1244","Lil Dicky","Lion King             ",62200,2016
"1245","Lil Dicky","Make Belief             ",67300,2016
"1246","Lil Dicky","Russell Westbrook on a Farm             ",416400,2016
"1247","Lil Dicky","Ham             ",18800,2016
"1248","Lil Dicky","Ex-Boyfriend             ",307500,2016
"1249","Lil Dicky","Jewish Flow             ",70500,2016
"1250","Lil Dicky","White Dude             ",138800,2016
"1251","Lil Dicky","All K             ",46900,2016
"1252","Lil Dicky","Staying In             ",28100,2016
"1253","Lil Dicky","The Cypher             ",40600,2016
"1254","Lil Dicky","Attached at the Hip             ",14000,2016
"1255","Lil Dicky","Famous Dude             ",10400,2016
"1256","Lil Dicky","How Can I Become a Bawlaa             ",19400,2016
"1257","Lil Dicky","Sky Hooks             ",12600,2016
"1258","Lil Dicky","Beatin' on Ma             ",11300,2016
"1259","Lil Dicky","Sports             ",40700,2016
"1260","Lil Dicky","Too High             ",132700,2016
"1261","Lil Dicky","Club Night             ",11300,2016
"1262","Lil Dicky","Grimy as a Gooch             ",8200,2016
"1263","Lil Dicky","Bars             ",33500,2016
"1264","Lil Dicky","The Gumption             ",12900,2016
"1265","Lil Dicky","Would You Believe That (Ft. Michael Christmas & Rockie Fresh)             ",13000,2016
"1266","Lil Durk","Treacherous             ",11300,2014
"1267","Lil Durk","Don't Talk to Me (Ft. Gunna)             ",10500,2014
"1268","Lil Durk","Spin The Block (Ft. Future)             ",38100,2014
"1269","Lil Durk","Neighborhood Hero             ",42100,2014
"1270","Lil Durk","100 Grand (Ft. A Boogie wit da Hoodie & Ty Dolla $ign)             ",15300,2014
"1271","Lil Durk","Habit             ",15000,2014
"1272","Lil Durk","Skrubs             ",34600,2014
"1273","Lil Durk","Play With Us (Ft. Kevin Gates)             ",19100,2014
"1274","Lil Durk","Preach             ",7000,2014
"1275","Lil Durk","India, Pt. II             ",8900,2014
"1276","Lil Durk","Spazz             ",8800,2014
"1277","Lil Durk","Home Body (Ft. Gunna & TK Kravitz)             ",241600,2014
"1278","Lil Durk","Benihana (Ft. Kodak Black)             ",16700,2014
"1279","Lil Durk","I Know             ",20400,2014
"1280","Lil Durk","Downfall (Ft. Lil Baby & Young Dolph)             ",57600,2014
"1281","Lil Durk","Did for the Streets             ",9100,2014
"1282","Lil Durk","Is What It Is             ",9400,2014
"1283","Lil Durk","Way More             ",10800,2014
"1284","Lil Durk","Rockstar (Ft. Lil Skies)             ",17400,2014
"1285","Lil Durk","Public Housing             ",38000,2014
"1286","Lil Durk","Just Flow             ",18100,2014
"1287","Lil Durk","When I Was Little             ",13400,2014
"1288","Lil Durk","How I Know (Ft. Lil Baby)             ",149000,2014
"1289","Lil Durk","Granny Crib             ",76300,2014
"1290","Lil Durk","1 (773) Vulture             ",110400,2014
"1291","Lil Durk","Breather (Ft. PARTYNEXTDOOR & Ty Dolla $ign)             ",44000,2014
"1292","Lil Durk","Durkio Krazy             ",107100,2014
"1293","Lil Durk","Instigator             ",76500,2014
"1294","Lil Durk","Cross Roads             ",79200,2014
"1295","Lil Durk","My Bruddas             ",25500,2014
"1296","Lil Durk","The Story 2.5             ",56900,2014
"1297","Lil Durk","Don't Love (Ft. Derez De'Shon)             ",23900,2014
"1298","Lil Durk","Make It Out             ",194000,2014
"1299","Lil Durk","India             ",323000,2014
"1300","Lil Durk","Too Raw             ",8300,2014
"1301","Lil Durk","Basically FR             ",14600,2014
"1302","Lil Durk","Streets Want Me (Ft. Moneybagg Yo)             ",26200,2014
"1303","Lil Durk","Feel Good (Ft. YFN Lucci)             ",22400,2014
"1304","Lil Durk","True Colors             ",62000,2014
"1305","Lil Durk","No Choice             ",14000,2014
"1306","Lil Durk","Pick Your Poison             ",39000,2014
"1307","Lil Durk","Handouts             ",16200,2014
"1308","Lil Durk","Lately (LS4TS)             ",17200,2014
"1309","Lil Durk","Mood I'm In (Ft. YFN Lucci)             ",24300,2014
"1310","Lil Durk","Better             ",47400,2014
"1311","Lil Durk","Uzi (Ft. Moneybagg Yo)             ",42400,2014
"1312","Lil Durk","No Love (Where Were You) (Ft. Young Thug & Yung Tory)             ",26100,2014
"1313","Lil Durk","What If (Ft. TK Kravitz)             ",54600,2014
"1314","Lil Durk","They Forgot             ",24800,2014
"1315","Lil Durk","Too Late             ",24400,2014
"1316","Lil Durk","Hard Shit (Ft. Lil Reese)             ",7600,2014
"1317","Lil Durk","Baller             ",19300,2014
"1318","Lil Durk","Rico             ",9300,2014
"1319","Lil Durk","Young Niggas (Ft. Meek Mill)             ",19200,2014
"1320","Lil Durk","We Dem Niggas (Ft. Mozzy & OTF Ikey)             ",11100,2014
"1321","Lil Durk","Shooter2x (Ft. 21 Savage)             ",25200,2014
"1322","Lil Durk","Victim             ",6300,2014
"1323","Lil Durk","Rider Chick (Ft. DeJ Loaf)             ",39800,2014
"1324","Lil Durk","Rich Forever (Ft. YFN Lucci)             ",35500,2014
"1325","Lil Durk","Street Life (Outro) (Ft. BJ the Chicago Kid)             ",5600,2014
"1326","Lil Durk","Check             ",20500,2014
"1327","Lil Durk","LilDurk2x             ",18800,2014
"1328","Lil Durk","Hated on Me (Ft. Future)             ",10900,2014
"1329","Lil Durk","So What (Ft. Young Thug)             ",9700,2014
"1330","Lil Durk","She Just Wanna (Ft. Ty Dolla $ign)             ",12300,2014
"1331","Lil Durk","Money Walk (Ft. Yo Gotti)             ",37900,2014
"1332","Lil Durk","Glock Up             ",22000,2014
"1333","Lil Durk","Rich Nigga             ",10500,2014
"1334","Lil Durk","True             ",10000,2014
"1335","Lil Durk","Set It Off             ",27600,2014
"1336","Lil Durk","Super Powers             ",48200,2014
"1337","Lil Durk","My Beyoncé (Ft. DeJ Loaf)             ",741300,2014
"1338","Lil Durk","Make It Back             ",35300,2014
"1339","Lil Durk","Good Good (Ft. DeJ Loaf & Kid Ink)             ",12300,2014
"1340","Lil Pump","Butterfly Doors             ",55200,2018
"1341","Lil Pump","Fasho Fasho* (Ft. Offset)             ",19100,2018
"1342","Lil Pump","ESSKEETIT             ",810600,2018
"1343","Lil Pump","Drug Addicts             ",245700,2018
"1344","Lil Pump","Rick Rubin*             ",9300,2018
"1345","Lil Pump","<U+200B>i SHYNE by Carnage & Lil Pump             ",297400,2018
"1346","Lil Pump","Multi Millionaire (Ft. Lil Uzi Vert)             ",44100,2018
"1347","Lil Pump","You Ain't Livin' Life Like Me*             ",28700,2018
"1348","Lil Pump","Designer             ",266900,2018
"1349","Lil Pump","I Love It by Kanye West & Lil Pump (Ft. Adele Givens)             ",2900000,2018
"1350","Lil Pump","What U Sayin' (Ft. Smokepurpp)             ",92000,2018
"1351","Lil Pump","Smoke My Dope (Ft. Smokepurpp)             ",69000,2018
"1352","Lil Pump","Crazy             ",138100,2018
"1353","Lil Pump","Back (Ft. Lil Yachty)             ",127700,2018
"1354","Lil Pump","At the Door             ",46500,2018
"1355","Lil Pump","Youngest Flexer (Ft. Gucci Mane)             ",64100,2018
"1356","Lil Pump","Foreign             ",39400,2018
"1357","Lil Pump","Whitney (Ft. Chief Keef)             ",59800,2018
"1358","Lil Pump","Molly             ",401300,2018
"1359","Lil Pump","Welcome to the Party             ",101300,2018
"1360","Lil Pump","Boss             ",779500,2018
"1361","Lil Pump","Flex Like Ouu             ",425200,2018
"1362","Lil Pump","Pinky Ring (Ft. Rick Ross & Smokepurpp)             ",39600,2018
"1363","Lil Pump","Gucci Gang             ",4200000,2018
"1364","Lil Pump","D Rose             ",1300000,2018
"1365","Lil Pump","Iced Out (Ft. 2 Chainz)             ",124700,2018
"1366","Lil Uzi Vert","Of Course             ",102500,2016
"1367","Lil Uzi Vert","Numb*             ",12900,2016
"1368","Lil Uzi Vert","Lotus*             ",16000,2016
"1369","Lil Uzi Vert","1600             ",42700,2016
"1370","Lil Uzi Vert","Dirty Diana*             ",15000,2016
"1371","Lil Uzi Vert","Shinin*             ",8300,2016
"1372","Lil Uzi Vert","Fast As You Can*             ",13400,2016
"1373","Lil Uzi Vert","Like Me*             ",80900,2016
"1374","Lil Uzi Vert","Me and the Moon Relate*             ",34500,2016
"1375","Lil Uzi Vert","Thot Back* (Ft. Ballout)             ",6100,2016
"1376","Lil Uzi Vert","Scarecrow*             ",5600,2016
"1377","Lil Uzi Vert","Run It Up             ",43400,2016
"1378","Lil Uzi Vert","This Way*             ",8300,2016
"1379","Lil Uzi Vert","Zoom*             ",82800,2016
"1380","Lil Uzi Vert","Two®             ",196200,2016
"1381","Lil Uzi Vert","Proud of You*             ",16100,2016
"1382","Lil Uzi Vert","Count Up* (Ft. Chief Keef)             ",76900,2016
"1383","Lil Uzi Vert","That's a Rack*             ",10000,2016
"1384","Lil Uzi Vert","For Real             ",212100,2016
"1385","Lil Uzi Vert","Feelings Mutual             ",168000,2016
"1386","Lil Uzi Vert","Neon Guts (Ft. Pharrell Williams)             ",373500,2016
"1387","Lil Uzi Vert","Early 20 Rager             ",117100,2016
"1388","Lil Uzi Vert","UnFazed (Ft. The Weeknd)             ",172000,2016
"1389","Lil Uzi Vert","Pretty Mami             ",133200,2016
"1390","Lil Uzi Vert","How to Talk             ",154600,2016
"1391","Lil Uzi Vert","X             ",290300,2016
"1392","Lil Uzi Vert","Malfunction             ",96000,2016
"1393","Lil Uzi Vert","Dark Queen             ",370100,2016
"1394","Lil Uzi Vert","444+222             ",289300,2016
"1395","Lil Uzi Vert","Sauce It Up             ",444400,2016
"1396","Lil Uzi Vert","No Sleep Leak             ",152700,2016
"1397","Lil Uzi Vert","Loaded             ",134100,2016
"1398","Lil Uzi Vert","Diamonds All On My Wrist             ",70500,2016
"1399","Lil Uzi Vert","20 Min             ",441600,2016
"1400","Lil Uzi Vert","The Way Life Goes (Ft. Oh Wonder)             ",1400000,2016
"1401","Lil Uzi Vert","XO TOUR Llif3             ",6500000,2016
"1402","Lil Uzi Vert","Boring Shit             ",101700,2016
"1403","Lil Uzi Vert","LUV SCARS K.o 1600             ",270800,2016
"1404","Lil Uzi Vert","YSL             ",131800,2016
"1405","Lil Uzi Vert","Luv Is Rage 1.5 [Tracklist + Album Art]             ",23400,2016
"1406","Lil Uzi Vert","Do What I Want             ",434000,2016
"1407","Lil Uzi Vert","Of Course We Ghetto Flowers (Ft. Offset & Playboi Carti)             ",131400,2016
"1408","Lil Uzi Vert","Original Uzi (4 Of Us)             ",105400,2016
"1409","Lil Uzi Vert","Money Mitch             ",118100,2016
"1410","Lil Uzi Vert","SideLine Watching (Hold Up)             ",321000,2016
"1411","Lil Uzi Vert","Alfa Romeo AW30 (I Can Drive)             ",153900,2016
"1412","Lil Uzi Vert","You're Lost             ",111900,2016
"1413","Lil Uzi Vert","Erase Your Social             ",627600,2016
"1414","Lil Uzi Vert","Ronda (Winners)             ",163200,2016
"1415","Lil Uzi Vert","Seven Million (Ft. Future)             ",239700,2016
"1416","Lil Uzi Vert","The Perfect Luv Tape [Tracklist + Artwork]             ",11900,2016
"1417","Lil Uzi Vert","Canadian Goose             ",238400,2016
"1418","Lil Uzi Vert","Hi Roller             ",231300,2016
"1419","Lil Uzi Vert","Money Longer             ",934500,2016
"1420","Lil Uzi Vert","Grab the Wheel             ",267100,2016
"1421","Lil Uzi Vert","Baby Are You Home             ",167600,2016
"1422","Lil Uzi Vert","Ps & Qs             ",659600,2016
"1423","Lil Uzi Vert","Team Rocket             ",129300,2016
"1424","Lil Uzi Vert","Scott and Ramona             ",130800,2016
"1425","Lil Uzi Vert","Lil Uzi Vert Vs The World [Album Art + Tracklist]             ",12300,2016
"1426","Lil Uzi Vert","You Was Right             ",1e+06,2016
"1427","Lil Uzi Vert","Safe House             ",72600,2016
"1428","Lil Uzi Vert","Banned From TV             ",44600,2016
"1429","Lil Uzi Vert","Super Saiyan             ",190200,2016
"1430","Lil Uzi Vert","7AM             ",409700,2016
"1431","Lil Uzi Vert","Yamborghini Dream (Ft. Young Thug)             ",51500,2016
"1432","Lil Uzi Vert","Right Now             ",146800,2016
"1433","Lil Uzi Vert","Moist             ",76100,2016
"1434","Lil Uzi Vert","Top             ",450900,2016
"1435","Lil Uzi Vert","Skir Skirr             ",51000,2016
"1436","Lil Uzi Vert","All My Chains             ",119700,2016
"1437","Lil Uzi Vert","Belly             ",48000,2016
"1438","Lil Uzi Vert","Wit My Crew x 1987             ",77400,2016
"1439","Lil Uzi Vert","Nuyork Nights at 21             ",111900,2016
"1440","Lil Uzi Vert","Enemies             ",171800,2016
"1441","Lil Uzi Vert","Ballin To The End             ",56100,2016
"1442","Lil Uzi Vert","Paradise             ",62800,2016
"1443","Lil Uzi Vert","Luv Is Rage [Tracklist + Album Artwork]             ",22900,2016
"1444","Lil Uzi Vert","Queso (Ft. Wiz Khalifa)             ",22300,2016
"1445","Lil Yachty","Moments in Time             ",9500,2016
"1446","Lil Yachty","Otha Shit (Interlude)             ",8900,2016
"1447","Lil Yachty","Lady in Yellow             ",25800,2016
"1448","Lil Yachty","Running With a Ghost (Ft. Grace)             ",18100,2016
"1449","Lil Yachty","FYI (Know Now)             ",12800,2016
"1450","Lil Yachty","X Men (Ft. Evander Griiim)             ",41600,2016
"1451","Lil Yachty","Bring It Back             ",32500,2016
"1452","Lil Yachty","Made of Glass             ",22100,2016
"1453","Lil Yachty","Momma (Outro) (Ft. Sonyaè Elise)             ",11800,2016
"1454","Lil Yachty","Priorities             ",41700,2016
"1455","Lil Yachty","No More             ",10100,2016
"1456","Lil Yachty","SELF MADE             ",37800,2016
"1457","Lil Yachty","BOOM! (Ft. Ugly God)             ",84300,2016
"1458","Lil Yachty","OOPS (Ft. 2 Chainz & K$upreme)             ",61700,2016
"1459","Lil Yachty","TALK TO ME NICE (Ft. Quavo)             ",38900,2016
"1460","Lil Yachty","GET MONEY BROS. (Ft. Tee Grizzley)             ",27500,2016
"1461","Lil Yachty","COUNT ME IN             ",84900,2016
"1462","Lil Yachty","<U+200B>she ready (Ft. PnB Rock)             ",60400,2016
"1463","Lil Yachty","<U+200B>love me forever             ",22500,2016
"1464","Lil Yachty","DAS CAP             ",18600,2016
"1465","Lil Yachty","POP OUT (Ft. Jban$2Turnt)             ",11900,2016
"1466","Lil Yachty","NBAYOUNGBOAT (Ft. YoungBoy Never Broke Again)             ",196700,2016
"1467","Lil Yachty","MICKEY (Ft. Lil Baby & Offset)             ",140900,2016
"1468","Lil Yachty","FWM             ",19600,2016
"1469","Lil Yachty","FLEX             ",15400,2016
"1470","Lil Yachty","WHOLE lotta GUAP             ",14600,2016
"1471","Lil Yachty","BABY DADDY (Ft. Lil Pump & Offset)             ",97500,2016
"1472","Lil Yachty","66 (Ft. Trippie Redd)             ",176300,2016
"1473","Lil Yachty","Like a Star             ",36700,2016
"1474","Lil Yachty","DN Freestyle             ",29300,2016
"1475","Lil Yachty","Peek a Boo (Ft. Migos)             ",454800,2016
"1476","Lil Yachty","Dirty Mouth             ",71200,2016
"1477","Lil Yachty","Harley             ",36600,2016
"1478","Lil Yachty","All Around Me (Ft. Kamaiyah & YG)             ",27500,2016
"1479","Lil Yachty","Say My Name             ",28000,2016
"1480","Lil Yachty","All You Had to Say             ",17800,2016
"1481","Lil Yachty","Better (Ft. Stefflon Don)             ",103400,2016
"1482","Lil Yachty","Forever Young (Ft. Diplo)             ",108000,2016
"1483","Lil Yachty","Gimmie My Respect             ",17700,2016
"1484","Lil Yachty","Get Dripped (Ft. Playboi Carti)             ",53400,2016
"1485","Lil Yachty","Riley From the Boondocks             ",13200,2016
"1486","Lil Yachty","I'm the Mac             ",7900,2016
"1487","Lil Yachty","Yacht Club (Ft. Juice WRLD)             ",122800,2016
"1488","Lil Yachty","SaintLaurentYSL (Ft. Lil Baby)             ",22500,2016
"1489","Lil Yachty","We Outta Here! (Ft. Young Nudy)             ",11600,2016
"1490","Lil Yachty","Who Want the Smoke? (Ft. Cardi B & Offset)             ",131000,2016
"1491","Lil Yachty","Worth It             ",10900,2016
"1492","Lil Yachty","Everything Good, Everything Right             ",7000,2016
"1493","Lil Yachty","Forever World (Ft. Trippie Redd)             ",34300,2016
"1494","Lil Yachty","Nolia (Ft. Kevin Gates)             ",7600,2016
"1495","Lil Yachty","Fallin' in Luv (Ft. Gunna)             ",14200,2016
"1496","Lil Yachty","Mood Swings (Ft. Trippie Redd)             ",10400,2016
"1497","Lil Yachty","I Love You (No Need To Flex)             ",20900,2016
"1498","Lil Yachty","No Hook Pt. 2 (Ft. Offset)             ",5800,2016
"1499","Lil Yachty","2AM             ",24200,2016
"1500","Lil Yachty","Surrender (Ft. CL & Shaiana)             ",7300,2016
"1501","Lil Yachty","Teenage Emotions [Tracklist + Album Art]             ",18900,2016
"1502","Logic","Thank You (Ft. Lucy Rose)             ",43000,2013
"1503","Logic","Everybody Dies             ",124300,2013
"1504","Logic","The Return             ",171500,2013
"1505","Logic","The Glorious Five             ",55400,2013
"1506","Logic","One Day (Ft. Ryan Tedder)             ",123000,2013
"1507","Logic","Wu Tang Forever (Ft. Cappadonna, Ghostface Killah, GZA, Inspectah Deck, Jackpot Scotty Wotty, Masta Killa, Method Man, Raekwon, RZA & U-God)             ",188100,2013
"1508","Logic","100 Miles and Running (Ft. John Lindahl & Wale)             ",249100,2013
"1509","Logic","Ordinary Day (Ft. Hailee Steinfeld)             ",55900,2013
"1510","Logic","YSIV             ",122400,2013
"1511","Logic","Street Dreams II             ",40500,2013
"1512","Logic","The Adventures of Stoney Bob (Ft. Big Lenbo, Kajo & Slaydro)             ",38100,2013
"1513","Logic","Legacy             ",40300,2013
"1514","Logic","ICONIC (Ft. Jaden Smith)             ",115600,2013
"1515","Logic","Last Call             ",43500,2013
"1516","Logic","Grandpa's Space Ship             ",54300,2013
"1517","Logic","Overnight             ",233800,2013
"1518","Logic","Contra             ",191900,2013
"1519","Logic","BoomTrap Protocol             ",120200,2013
"1520","Logic","Yuck             ",233200,2013
"1521","Logic","Indica Badu (Ft. Wiz Khalifa)             ",215200,2013
"1522","Logic","Midnight             ",357600,2013
"1523","Logic","Warm It Up             ",232700,2013
"1524","Logic","Wizard Of Oz             ",109200,2013
"1525","Logic","State of Emergency (Ft. 2 Chainz)             ",102400,2013
"1526","Logic","Wassup (Ft. Big Sean)             ",173000,2013
"1527","Logic","Everyday by Logic & Marshmello             ",523100,2013
"1528","Logic","44 More             ",1300000,2013
"1529","Logic","Hallelujah             ",210300,2013
"1530","Logic","Confess (Ft. Killer Mike)             ",165300,2013
"1531","Logic","Killing Spree (Ft. Ansel Elgort)             ",272300,2013
"1532","Logic","Take It Back             ",332800,2013
"1533","Logic","America (Ft. Big Lenbo, Black Thought, Chuck D & No I.D.)             ",207000,2013
"1534","Logic","Ink Blot (Ft. Juicy J)             ",82700,2013
"1535","Logic","Mos Definitely             ",132900,2013
"1536","Logic","Waiting Room             ",70800,2013
"1537","Logic","Anziety (Ft. Lucy Rose)             ",297300,2013
"1538","Logic","Black SpiderMan (Ft. Damian Lemar Hudson)             ",874200,2013
"1539","Logic","AfricAryaN (Ft. Neil deGrasse Tyson)             ",403200,2013
"1540","Logic","Everybody [Tracklist + Album Art]             ",79600,2013
"1541","Logic","Everybody Documentary             ",26100,2013
"1542","Logic","Everybody             ",1200000,2013
"1543","Logic","1-800-273-8255 (Ft. Alessia Cara & Khalid)             ",6400000,2013
"1544","Logic","<U+200B>illuminatro             ",103200,2013
"1545","Logic","Flexicution             ",522700,2013
"1546","Logic","The Jam             ",152700,2013
"1547","Logic","Slave II             ",237400,2013
"1548","Logic","A Word From Our Sponsor             ",62900,2013
"1549","Logic","Wrist (Ft. Pusha-T)             ",259500,2013
"1550","Logic","Super Mario World             ",328800,2013
"1551","Logic","Studio Ambience At Night: Malibu             ",60800,2013
"1552","Logic","44 Bars             ",675800,2013
"1553","Logic","Slave             ",138400,2013
"1554","Logic","Deeper Than Money             ",152100,2013
"1555","Logic","Bobby Tarantino [Tracklist + Album Artwork]             ",31800,2013
"1556","Logic","Contact             ",67100,2013
"1557","Logic","Fade Away             ",725600,2013
"1558","Logic","Upgrade             ",184400,2013
"1559","Logic","White People (Scene)             ",37500,2013
"1560","Logic","Like Woah             ",333000,2013
"1561","Logic","Young Jesus (Ft. Big Lenbo)             ",423100,2013
"1562","Logic","Innermission (Ft. Lucy Rose)             ",182400,2013
"1563","Logic","I Am the Greatest             ",203900,2013
"1564","Logic","The Cube (Scene)             ",22200,2013
"1565","Logic","Lord Willin'             ",230500,2013
"1566","Logic","City of Stars             ",282300,2013
"1567","Logic","Stainless (Ft. Dria)             ",366100,2013
"1568","Logic","Babel (Scene)             ",22600,2013
"1569","Logic","Paradise (Ft. Jesse Boykins III)             ",202200,2013
"1570","Logic","Never Been             ",199800,2013
"1571","Logic","Run It             ",263100,2013
"1572","Logic","Lucidity (Scene)             ",17800,2013
"1573","Logic","The Incredible True Story             ",214100,2013
"1574","Logic","The Incredible True Story [Tracklist + Album Cover]             ",26300,2013
"1575","Logic","The Incredible True Story (Trailer) (Ft. Anna Elyse Palchikoff, Kevin Randolph & Steve Blum)             ",14400,2013
"1576","Logic","The Incredible True Story [Credits]             ",6000,2013
"1577","Logic","Intro             ",167100,2013
"1578","Logic","Soul Food             ",457400,2013
"1579","Logic","I'm Gone             ",249000,2013
"1580","Logic","Buried Alive             ",397000,2013
"1581","Logic","Bounce             ",416600,2013
"1582","Logic","Growing Pains III             ",216500,2013
"1583","Logic","Never Enough             ",121000,2013
"1584","Logic","Metropolis             ",345800,2013
"1585","Logic","Nikki             ",972000,2013
"1586","Logic","Till the End             ",367900,2013
"1587","Logic","Driving Ms. Daisy (Ft. Childish Gambino)             ",220500,2013
"1588","Logic","Now             ",165700,2013
"1589","Logic","Alright (Ft. Big Sean)             ",837300,2013
"1590","Logic","Under Pressure - Album Cover and Tracklist             ",21600,2013
"1591","Logic","Under Pressure [Credits]             ",8900,2013
"1592","Logic","Gang Related             ",1500000,2013
"1593","Logic","Under Pressure             ",1e+06,2013
"1594","MadeinTYO","Chucky Cheese             ",9400,2017
"1595","MadeinTYO","Depends             ",9200,2017
"1596","MadeinTYO","Outstanding             ",11200,2017
"1597","MadeinTYO","Ned Flanders (Ft. A$AP Ferg)             ",176500,2017
"1598","MadeinTYO","True's World             ",11200,2017
"1599","MadeinTYO","Yah Dig             ",10500,2017
"1600","MadeinTYO","Cashing Out             ",13300,2017
"1601","MadeinTYO","Too Quick             ",46700,2017
"1602","MadeinTYO","Eating             ",8100,2017
"1603","MadeinTYO","Mr. Tokyo             ",71800,2017
"1604","MadeinTYO","Gucci Polo             ",24000,2017
"1605","MadeinTYO","Lose It             ",8400,2017
"1606","MadeinTYO","Drip             ",11800,2017
"1607","MadeinTYO","Time Of Her Life             ",18200,2017
"1608","MadeinTYO","Gwinnett             ",11100,2017
"1609","MadeinTYO","Untitled             ",6500,2017
"1610","MadeinTYO","Savage             ",35700,2017
"1611","MadeinTYO","Nawfside Shawty             ",19700,2017
"1612","MadeinTYO","I Want (Remix) (Ft. 2 Chainz)             ",41200,2017
"1613","MadeinTYO","Kelly Rowland             ",18000,2017
"1614","MadeinTYO","BOOL'N             ",59800,2017
"1615","MadeinTYO","I Want (Skr Skr)             ",217200,2017
"1616","MadeinTYO","Uber Everywhere             ",1600000,2017
"1617","MadeinTYO","Jerry Stackhouse             ",19500,2017
"1618","MadeinTYO","Whoeva             ",30400,2017
"1619","MadeinTYO","Need Dat Pack             ",19300,2017
"1620","MadeinTYO","Broken Hearts             ",13400,2017
"1621","MadeinTYO","Skateboard P             ",459900,2017
"1622","OG Maco","Lit (Ft. Cam Sheely & Quavo)             ",13800,2015
